"ENTREZID","SYMBOL","GENENAME","X1.RD.dux4_no.dox_16hr_expt11.bam","X2.RD.dux4_with.dox_16hr_expt11.bam","X3.RD.dux4_no.dox_16hr_expt14.bam","X4.RD.dux4_with.dox_16hr_expt14.bam","X5.RD.dux4_no.dox_18hr_expt16.bam","X6.RD.dux4_with.dox_18hr_expt16.bam"
170961,"ANKRD24","ankyrin repeat domain 24",10,6,22,18,11,6
9306,"SOCS6","suppressor of cytokine signaling 6",586,228,473,204,555,256
55283,"MCOLN3","mucolipin 3",737,291,812,376,790,324
55628,"ZNF407","zinc finger protein 407",617,240,704,294,630,291
50809,"HP1BP3","heterochromatin protein 1 binding protein 3",5610,1922,6100,2031,6724,2252
5170,"PDPK1","3-phosphoinositide dependent protein kinase 1",1719,707,1991,794,1800,783
55664,"CDC37L1","cell division cycle 37-like 1",210,87,178,79,207,97
2058,"EPRS","glutamyl-prolyl-tRNA synthetase",6002,2684,5999,2392,5948,2405
149483,"CCDC17","coiled-coil domain containing 17",29,21,16,5,23,17
10800,"CYSLTR1","cysteinyl leukotriene receptor 1",93,22,69,15,168,45
134265,"AFAP1L1","actin filament associated protein 1 like 1",5,5,21,22,16,5
64927,"TTC23","tetratricopeptide repeat domain 23",263,85,317,83,305,108
137492,"VPS37A","VPS37A, ESCRT-I subunit",1227,482,1125,434,1232,565
9361,"LONP1","lon peptidase 1, mitochondrial",3913,1101,3740,1276,3955,1552
5424,"POLD1","polymerase (DNA) delta 1, catalytic subunit",2254,697,2299,741,2218,837
65992,"DDRGK1","DDRGK domain containing 1",567,145,407,133,469,170
7386,"UQCRFS1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",3272,1248,3188,1165,3279,1564
91392,"ZNF502","zinc finger protein 502",125,38,146,39,176,54
54832,"VPS13C","vacuolar protein sorting 13 homolog C (S. cerevisiae)",659,198,887,276,717,216
64403,"CDH24","cadherin 24",458,134,442,102,505,198
3709,"ITPR2","inositol 1,4,5-trisphosphate receptor type 2",94,36,58,38,121,65
55343,"SLC35C1","solute carrier family 35 member C1",689,160,531,165,634,259
27229,"TUBGCP4","tubulin gamma complex associated protein 4",926,271,1054,301,856,344
389084,"C2orf82","chromosome 2 open reading frame 82",41,10,32,3,34,11
8878,"SQSTM1","sequestosome 1",1996,833,1237,561,1810,880
375248,"ANKRD36","ankyrin repeat domain 36",355,173,590,229,434,224
653653,"LOC653653","adaptor-related protein complex 1 sigma 2 subunit pseudogene",43,18,31,18,38,23
4162,"MCAM","melanoma cell adhesion molecule",2824,817,4484,1215,3826,1419
3140,"MR1","major histocompatibility complex, class I-related",71,13,50,10,91,30
54776,"PPP1R12C","protein phosphatase 1 regulatory subunit 12C",773,212,615,208,756,270
643911,"CRNDE","colorectal neoplasia differentially expressed (non-protein coding)",336,153,397,147,321,159
6696,"SPP1","secreted phosphoprotein 1",4,3,2,4,5,3
26206,"SPAG8","sperm associated antigen 8",25,9,26,4,34,5
79810,"PTCD2","pentatricopeptide repeat domain 2",533,140,580,191,534,196
8476,"CDC42BPA","CDC42 binding protein kinase alpha",1340,434,1621,493,1403,483
7681,"MKRN3","makorin ring finger protein 3",226,93,225,88,230,116
51750,"RTEL1","regulator of telomere elongation helicase 1",67,18,58,18,69,15
100506725,"LOC100506725","uncharacterized LOC100506725",1,1,2,3,0,1
27294,"DHDH","dihydrodiol dehydrogenase",2,1,1,3,0,1
2330,"FMO5","flavin containing monooxygenase 5",20,5,38,7,26,6
81609,"SNX27","sorting nexin family member 27",2408,798,2535,742,2572,978
79469,"DLEU2L","deleted in lymphocytic leukemia 2-like",66,34,71,35,91,40
283888,"IL21R-AS1","IL21R antisense RNA 1",4,5,8,4,4,4
100130418,"CECR7","cat eye syndrome chromosome region, candidate 7 (non-protein coding)",257,62,283,87,269,102
25902,"MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like",2343,703,2529,781,2390,957
9789,"SPCS2","signal peptidase complex subunit 2",2623,1003,2614,945,2407,1204
92949,"ADAMTSL1","ADAMTS like 1",6,6,0,4,4,1
9480,"ONECUT2","one cut homeobox 2",953,232,1867,531,1201,356
10549,"PRDX4","peroxiredoxin 4",1534,594,1337,503,1516,753
28957,"MRPS28","mitochondrial ribosomal protein S28",299,70,256,76,236,97
4502,"MT2A","metallothionein 2A",2222,469,914,166,1443,366
7078,"TIMP3","TIMP metallopeptidase inhibitor 3",4505,1298,4960,1273,5737,2274
387890,"TMEM233","transmembrane protein 233",716,180,578,208,741,266
25798,"BRI3","brain protein I3",802,213,564,163,859,300
100134317,"LOC100134317","uncharacterized LOC100134317",4,0,3,0,3,0
101929374,"LOC101929374","uncharacterized LOC101929374",3,0,4,0,3,0
100529855,"ZNF625-ZNF20","ZNF625-ZNF20 readthrough (NMD candidate)",29,3,24,4,40,13
197021,"LCTL","lactase like",58,6,24,12,42,10
80011,"FAM192A","family with sequence similarity 192 member A",1565,462,1580,522,1532,581
267,"AMFR","autocrine motility factor receptor, E3 ubiquitin protein ligase",873,338,912,406,999,404
284047,"CCDC144B","coiled-coil domain containing 144B (pseudogene)",3,4,9,9,6,2
3485,"IGFBP2","insulin like growth factor binding protein 2",4835,1883,6429,2929,6745,3031
4671,"NAIP","NLR family, apoptosis inhibitory protein",248,89,324,87,369,112
29966,"STRN3","striatin 3",1215,476,1244,499,1333,562
339500,"ZNF678","zinc finger protein 678",588,222,788,182,664,233
624,"BDKRB2","bradykinin receptor B2",42,11,31,4,53,14
113510,"HELQ","helicase, POLQ-like",216,100,241,92,237,110
3797,"KIF3C","kinesin family member 3C",694,184,515,192,648,212
94103,"ORMDL3","ORMDL sphingolipid biosynthesis regulator 3",505,153,500,160,545,192
154313,"CFAP206","cilia and flagella associated protein 206",4,2,3,5,4,3
373156,"GSTK1","glutathione S-transferase kappa 1",1043,329,961,327,1083,361
6643,"SNX2","sorting nexin 2",968,287,856,268,1091,390
54795,"TRPM4","transient receptor potential cation channel subfamily M member 4",178,50,173,48,240,78
3483,"IGFALS","insulin like growth factor binding protein acid labile subunit",2,2,9,9,2,2
3699,"ITIH3","inter-alpha-trypsin inhibitor heavy chain 3",1,2,2,2,2,2
79726,"WDR59","WD repeat domain 59",1037,329,1021,336,1240,424
10507,"SEMA4D","semaphorin 4D",252,69,268,82,325,111
8034,"SLC25A16","solute carrier family 25 member 16",232,90,223,101,243,111
8187,"ZNF239","zinc finger protein 239",60,17,66,13,65,21
5435,"POLR2F","polymerase (RNA) II subunit F",5,4,10,7,4,4
51218,"GLRX5","glutaredoxin 5",2077,647,1921,616,2206,812
100506555,"PVRL3-AS1","PVRL3 antisense RNA 1",2,3,3,2,3,3
401613,"LINC00890","long intergenic non-protein coding RNA 890",2,3,3,2,3,3
10023,"FRAT1","frequently rearranged in advanced T-cell lymphomas 1",37,22,44,25,48,19
64978,"MRPL38","mitochondrial ribosomal protein L38",341,96,319,96,337,125
1029,"CDKN2A","cyclin-dependent kinase inhibitor 2A",2291,886,1871,714,1900,986
4637,"MYL6","myosin light chain 6",6960,2139,6678,2114,6690,2637
54496,"PRMT7","protein arginine methyltransferase 7",1082,331,1088,310,1188,463
51520,"LARS","leucyl-tRNA synthetase",5906,1901,6251,2058,6251,2325
131096,"KCNH8","potassium voltage-gated channel subfamily H member 8",2,3,1,2,2,1
339453,"TMEM240","transmembrane protein 240",24,1,12,6,33,6
1101,"CHAD","chondroadherin",4,0,5,1,5,0
57336,"ZNF287","zinc finger protein 287",147,45,147,46,194,54
2002,"ELK1","ELK1, ETS transcription factor",1127,419,1086,447,1205,523
2039,"DMTN","dematin actin binding protein",49,6,100,29,64,13
150759,"LINC00342","long intergenic non-protein coding RNA 342",111,27,168,39,152,57
343990,"KIAA1211L","KIAA1211-like",5,0,2,1,14,1
147111,"NOTUM","notum pectinacetylesterase homolog (Drosophila)",57,19,47,30,48,28
8464,"SUPT3H","SPT3 homolog, SAGA and STAGA complex component",181,49,132,34,157,53
283932,"FBXL19-AS1","FBXL19 antisense RNA 1 (head to head)",147,71,164,82,161,61
5877,"RABIF","RAB interacting factor",489,151,462,143,474,164
191,"AHCY","adenosylhomocysteinase",9192,3436,9137,3443,9990,4500
158431,"ZNF782","zinc finger protein 782",150,42,184,47,145,53
63922,"CHTF18","chromosome transmission fidelity factor 18",1653,455,1342,506,1814,610
728294,"D2HGDH","D-2-hydroxyglutarate dehydrogenase",402,145,369,159,360,178
80305,"TRABD","TraB domain containing",1166,392,873,414,1083,514
57582,"KCNT1","potassium sodium-activated channel subfamily T member 1",3,1,1,2,0,3
79801,"SHCBP1","SHC SH2-domain binding protein 1",1948,642,1752,511,1978,688
80714,"PBX4","pre-B-cell leukemia homeobox 4",37,10,41,5,67,19
199870,"FAM76A","family with sequence similarity 76 member A",291,69,296,92,337,127
8736,"MYOM1","myomesin 1",11,12,94,64,49,32
101928525,"LOC101928525","uncharacterized LOC101928525",25,5,14,3,22,4
1808,"DPYSL2","dihydropyrimidinase like 2",4074,1036,5014,1773,4578,1450
4647,"MYO7A","myosin VIIA",342,46,909,192,380,56
85409,"NKD2","naked cuticle homolog 2 (Drosophila)",18,6,21,3,34,6
81704,"DOCK8","dedicator of cytokinesis 8",2,0,5,0,3,0
23450,"SF3B3","splicing factor 3b subunit 3",10082,3074,10368,3498,9880,3652
3032,"HADHB","hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",2177,830,2375,927,2355,1032
4795,"NFKBIL1","NFKB inhibitor like 1",331,131,257,139,349,137
51010,"EXOSC3","exosome component 3",1093,324,1103,347,1052,409
9201,"DCLK1","doublecortin like kinase 1",6,3,13,10,12,9
26301,"GBGT1","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1",9,2,9,3,21,1
7325,"UBE2E2","ubiquitin conjugating enzyme E2E 2",438,122,498,146,431,169
3064,"HTT","huntingtin",2456,798,3089,949,2644,898
100127206,"KIAA1024L","KIAA1024-like",14,1,13,2,23,6
2639,"GCDH","glutaryl-CoA dehydrogenase",850,328,893,383,923,385
100506655,"LCMT1-AS2","LCMT1 antisense RNA 2",0,1,2,1,1,3
7407,"VARS","valyl-tRNA synthetase",4715,1729,4152,1760,4116,1854
80741,"LY6G5C","lymphocyte antigen 6 complex, locus G5C",25,17,22,15,23,8
84283,"TMEM79","transmembrane protein 79",351,84,297,96,277,107
85450,"ITPRIP","inositol 1,4,5-trisphosphate receptor interacting protein",1295,352,772,166,1058,370
145447,"ABHD12B","abhydrolase domain containing 12B",12,3,8,9,16,13
284593,"FAM41C","family with sequence similarity 41 member C",39,20,38,14,41,28
317761,"C14orf39","chromosome 14 open reading frame 39",82,19,83,20,88,32
79611,"ACSS3","acyl-CoA synthetase short-chain family member 3",11,3,10,2,21,2
3159,"HMGA1","high mobility group AT-hook 1",8179,3316,5046,2233,7181,3583
84749,"USP30","ubiquitin specific peptidase 30",225,55,229,65,253,98
25758,"KIAA1549L","KIAA1549-like",3,2,0,3,4,3
57614,"KIAA1468","KIAA1468",996,381,997,398,1006,445
81545,"FBXO38","F-box protein 38",691,208,732,248,709,235
881,"CCIN","calicin",5,0,10,1,9,2
93953,"ACRC","acidic repeat containing",55,27,54,32,47,20
104326052,"NRIR","negative regulator of interferon response (non-protein coding)",17,3,7,6,13,19
4750,"NEK1","NIMA related kinase 1",640,225,655,180,672,224
140849,"LINC00266-1","long intergenic non-protein coding RNA 266-1",39,16,50,29,39,22
11187,"PKP3","plakophilin 3",2,1,0,4,0,0
163227,"ZNF100","zinc finger protein 100",1002,308,942,294,1117,407
10360,"NPM3","nucleophosmin/nucleoplasmin 3",1885,537,1516,493,1598,589
6878,"TAF6","TATA-box binding protein associated factor 6",1904,598,1682,546,1902,673
8228,"PNPLA4","patatin like phospholipase domain containing 4",229,75,214,65,232,64
3554,"IL1R1","interleukin 1 receptor type 1",8,8,2,3,5,2
57507,"ZNF608","zinc finger protein 608",337,78,304,104,286,107
64320,"RNF25","ring finger protein 25",969,327,890,407,1102,512
8693,"GALNT4","polypeptide N-acetylgalactosaminyltransferase 4",32,5,31,11,31,5
9377,"COX5A","cytochrome c oxidase subunit 5A",2141,656,1930,552,1960,766
11122,"PTPRT","protein tyrosine phosphatase, receptor type T",0,0,9,16,7,4
11126,"CD160","CD160 molecule",10,4,30,3,10,1
28982,"FLVCR1","feline leukemia virus subgroup C cellular receptor 1",454,177,395,164,473,219
79895,"ATP8B4","ATPase phospholipid transporting 8B4 (putative)",0,3,3,6,6,1
550,"AUP1","ancient ubiquitous protein 1",2788,1053,2284,962,2964,1338
100131655,"LOC100131655","uncharacterized LOC100131655",9,3,8,9,6,5
105377348,"LOC105377348","uncharacterized LOC105377348",13,2,26,3,22,7
54726,"OTUD4","OTU deubiquitinase 4",1715,652,1993,839,1914,836
25870,"SUMF2","sulfatase modifying factor 2",2140,652,1900,659,2138,758
142678,"MIB2","mindbomb E3 ubiquitin protein ligase 2",691,206,665,233,760,258
10673,"TNFSF13B","tumor necrosis factor superfamily member 13b",1,2,3,1,2,4
57026,"PDXP","pyridoxal phosphatase",74,19,64,16,68,21
5429,"POLH","polymerase (DNA) eta",669,275,650,254,575,275
59272,"ACE2","angiotensin I converting enzyme 2",1,1,2,1,0,3
100532735,"INO80B-WBP1","INO80B-WBP1 readthrough (NMD candidate)",2,1,1,1,0,3
64116,"SLC39A8","solute carrier family 39 member 8",297,76,250,68,335,125
114908,"TMEM123","transmembrane protein 123",6384,2177,6767,1931,6165,2239
606500,"SNORD68","small nucleolar RNA, C/D box 68",67,20,69,16,70,20
10324,"KLHL41","kelch like family member 41",2757,729,3792,1281,3459,1081
2313,"FLI1","Fli-1 proto-oncogene, ETS transcription factor",7,1,1,1,20,1
129303,"TMEM150A","transmembrane protein 150A",243,72,216,63,234,79
7762,"ZNF215","zinc finger protein 215",309,115,345,158,390,179
55014,"STX17","syntaxin 17",395,94,470,152,382,138
6801,"STRN","striatin",1616,527,1591,529,1749,612
121256,"TMEM132D","transmembrane protein 132D",7,0,8,2,5,0
283663,"LINC00926","long intergenic non-protein coding RNA 926",15,12,32,15,32,18
112597,"LINC00152","long intergenic non-protein coding RNA 152",555,200,467,191,616,335
5261,"PHKG2","phosphorylase kinase, gamma 2 (testis)",621,190,657,220,721,247
6790,"AURKA","aurora kinase A",3074,1033,3024,832,3342,1231
80745,"THUMPD2","THUMP domain containing 2",432,163,424,199,499,207
55177,"RMDN3","regulator of microtubule dynamics 3",1268,378,1181,394,1166,420
101929693,"RARA-AS1","RARA antisense RNA 1",24,4,25,7,17,2
286190,"LACTB2-AS1","LACTB2 antisense RNA 1",3,0,4,1,7,0
9830,"TRIM14","tripartite motif containing 14",1078,348,1017,333,1080,363
473,"RERE","arginine-glutamic acid dipeptide (RE) repeats",3685,1031,3753,1351,4138,1494
9401,"RECQL4","RecQ like helicase 4",1993,614,2068,687,2145,806
2673,"GFPT1","glutamine--fructose-6-phosphate transaminase 1",2925,1195,3525,1492,3201,1338
11149,"BVES","blood vessel epicardial substance",2391,735,2606,885,2698,973
643677,"CCDC168","coiled-coil domain containing 168",2,2,10,6,4,6
140545,"RNF32","ring finger protein 32",60,33,58,23,60,31
7955,"RNF217-AS1","RNF217 antisense RNA 1 (head to head)",4,2,1,4,1,1
83481,"EPPK1","epiplakin 1",191,154,782,447,383,329
9130,"FAM50A","family with sequence similarity 50 member A",1564,482,1400,408,1514,579
653316,"FAM153C","family with sequence similarity 153, member C",76,19,147,30,136,48
221895,"JAZF1","JAZF zinc finger 1",142,36,100,32,154,46
374907,"B3GNT8","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",5,0,10,2,9,1
100316868,"HOTTIP","HOXA distal transcript antisense RNA",3,3,1,2,1,1
130557,"ZNF513","zinc finger protein 513",189,39,264,78,232,84
3772,"KCNJ15","potassium voltage-gated channel subfamily J member 15",60,15,35,9,52,12
388931,"MFSD2B","major facilitator superfamily domain containing 2B",2,1,2,1,0,4
84915,"FAM222A","family with sequence similarity 222 member A",322,69,492,124,356,154
662,"BNIP1","BCL2/adenovirus E1B 19kDa interacting protein 1",240,68,227,71,245,84
54913,"RPP25","ribonuclease P/MRP 25kDa subunit",76,35,76,28,69,43
101929639,"B4GALT1-AS1","B4GALT1 antisense RNA 1",9,2,7,1,12,1
207107,"SFTA1P","surfactant associated 1, pseudogene",264,117,183,71,271,150
57409,"MIF4GD","MIF4G domain containing",30,16,30,15,37,20
100379249,"BOK-AS1","BOK antisense RNA 1",2,2,1,1,2,3
284467,"FAM19A3","family with sequence similarity 19 (chemokine (C-C motif)-like), member A3",4,3,1,1,1,3
116337,"PANX3","pannexin 3",8,3,24,4,19,2
83442,"SH3BGRL3","SH3 domain binding glutamate rich protein like 3",2118,988,1059,449,1816,978
100507334,"LOC100507334","two pore channel 3 pseudogene",7,0,6,0,12,3
55152,"DALRD3","DALR anticodon binding domain containing 3",367,95,331,118,333,112
5347,"PLK1","polo like kinase 1",4050,1256,3372,1010,4071,1469
3897,"L1CAM","L1 cell adhesion molecule",3158,938,2548,851,2994,1072
9546,"APBA3","amyloid beta precursor protein binding family A member 3",477,146,479,130,447,175
145957,"NRG4","neuregulin 4",6,1,7,1,10,1
4123,"MAN2C1","mannosidase alpha class 2C member 1",634,159,555,212,743,248
115123,"MARCH3","membrane associated ring-CH-type finger 3",744,269,714,300,808,363
10009,"ZBTB33","zinc finger and BTB domain containing 33",1266,498,1349,541,1383,580
79160,"LOC79160","uncharacterized LOC79160",2,0,2,0,6,0
1371,"CPOX","coproporphyrinogen oxidase",600,157,513,165,457,172
9132,"KCNQ4","potassium voltage-gated channel subfamily Q member 4",170,43,96,23,268,71
197196,"LINC00311","long intergenic non-protein coding RNA 311",14,0,4,1,2,1
101060376,"TBC1D3L","TBC1 domain family member 3L",53,15,48,14,75,17
56123,"PCDHB13","protocadherin beta 13",48,7,74,24,74,18
90506,"LRRC46","leucine rich repeat containing 46",30,5,25,8,32,7
192286,"HIGD2A","HIG1 hypoxia inducible domain family member 2A",685,186,579,205,624,222
4200,"ME2","malic enzyme 2, NAD(+)-dependent, mitochondrial",1526,465,1258,335,1268,475
127943,"FCRLB","Fc receptor like B",11,6,5,7,8,4
2193,"FARSA","phenylalanyl-tRNA synthetase alpha subunit",3469,1013,3021,1010,3183,1220
221092,"HNRNPUL2","heterogeneous nuclear ribonucleoprotein U-like 2",800,233,796,263,745,270
26775,"SNORA72","small nucleolar RNA, H/ACA box 72",2,6,2,0,3,2
84811,"BUD13","BUD13 homolog",644,174,650,209,649,256
55267,"PRR34","proline rich 34",12,2,16,5,18,1
80347,"COASY","Coenzyme A synthase",1584,615,1337,571,1454,626
6383,"SDC2","syndecan 2",4668,2023,6602,2655,5059,2345
101929340,"LOC101929340","uncharacterized LOC101929340",4,1,11,0,4,1
79828,"METTL8","methyltransferase like 8",1834,586,1912,613,1943,731
129685,"TAF8","TATA-box binding protein associated factor 8",896,341,1046,425,982,448
26059,"ERC2","ELKS/RAB6-interacting/CAST family member 2",261,122,144,66,394,244
51065,"RPS27L","ribosomal protein S27 like",550,255,504,184,517,237
161753,"ODF3L1","outer dense fiber of sperm tails 3-like 1",5,0,1,0,4,0
3656,"IRAK2","interleukin 1 receptor associated kinase 2",36,17,19,12,30,18
284612,"SYPL2","synaptophysin-like 2",1998,283,3571,950,2194,552
5163,"PDK1","pyruvate dehydrogenase kinase 1",487,173,590,351,594,237
55113,"XKR8","XK related 8",120,30,96,27,103,35
9464,"HAND2","heart and neural crest derivatives expressed 2",69,17,61,22,64,11
7994,"KAT6A","lysine acetyltransferase 6A",3258,1354,4212,1897,3607,1496
146059,"CDAN1","codanin 1",935,279,883,281,913,349
1015,"CDH17","cadherin 17",1,0,0,5,1,0
51079,"NDUFA13","NADH:ubiquinone oxidoreductase subunit A13",739,279,644,273,711,315
112840,"WDR89","WD repeat domain 89",389,108,413,110,363,154
255057,"CBARP","CACN beta subunit associated regulatory protein",213,90,155,86,205,80
285636,"C5orf51","chromosome 5 open reading frame 51",1485,501,1615,552,1751,556
4185,"ADAM11","ADAM metallopeptidase domain 11",137,48,153,45,213,55
284266,"SIGLEC15","sialic acid binding Ig like lectin 15",10,7,5,2,4,6
80778,"ZNF34","zinc finger protein 34",64,23,104,49,71,50
4925,"NUCB2","nucleobindin 2",228,59,282,98,284,84
101927381,"LINC01163","long intergenic non-protein coding RNA 1163",13,2,14,0,32,8
57599,"WDR48","WD repeat domain 48",996,406,1168,455,1124,489
29062,"WDR91","WD repeat domain 91",448,119,451,148,431,163
388551,"CEACAM16","carcinoembryonic antigen related cell adhesion molecule 16",1,1,2,4,2,1
26140,"TTLL3","tubulin tyrosine ligase like 3",51,14,55,9,48,17
80313,"LRRC27","leucine rich repeat containing 27",298,87,271,98,308,89
129607,"CMPK2","cytidine/uridine monophosphate kinase 2",85,30,69,6,144,34
121793,"TEX29","testis expressed 29",0,1,3,1,1,4
